work_program_id,description_text,references
21261,"данный курс направлен на изучение целей устойчивого развития через призму искусства. 
на курсе будут изучены понятия ""зеленая архитектура"" и ""быстрая мода"", а также объекты живописи и фотографии.
в ходе занятий студенты смогут развивать творческие способности и реализовать свой эколого-социальный проект.","На курсе будут изучены понятия ""зеленая архитектура"" и ""быстрая мода"", а также объекты искусства и фотографии."
21262,"проект на 1 млн долларов сша. к примеру, в странах ес бонусы проектного менеджера составят порядка 3-5% от суммы контракта. я думаю, каждый уже представил, на что он потратит заработанные деньги. 
на этом курсе я расскажу о том, как я реализовал такой проект «от и до». как обычному студенту попасть в команду такого проекта, где их искать, а также какие задачи и трудности встретятся у вас на пути. обсудим методы решения, а также применим эти методы на практике. 
в ходе обучения ваши сомнения о проектной деятельности будут развеяны, вы увидите, как стремительно могут развиваться события, как быстро вы сможете подняться на волне успеха. но все это будет зависеть только от вас.","На этом курсе я расскажу, как я реализовал проект на 1 млн долларов сша"
4881,"в данном курсе студенты получат представление о научной деятельности, её видах, формах и методах исследований. после успешного завершения курса студенты смогут самостоятельно планировать научные исследования и работать с источниками научно-технической информации, а также овладеют навыками представления результатов научных исследований.",Студенты смогут самостоятельно планировать научные исследования и работать с источниками научно-технической информации.
21272,"в рамках дисциплины вы научитесь понимать принципы дизайна, правильно оформлять тексты и управлять вниманием своей аудитории. изучите ключевые тренды, разберете наиболее яркие кейсы. вы сможете самостоятельно сверстать лонгрид, в котором примените все правила работы с композицией, цветом и текстом.","В рамках дисциплины вы научитесь работать с композицией, цветом и текстом."
25396,"этот курс знакомит студентов с фундаментальными основами физики оптических явлений, с классическими, полуклассическими и квантовыми подходами решения теоретических задач оптической физики.","Этот курс знакомит студентов с фундаментальными основами физики оптических явлений, с классическими и квантовыми подходами решения теоретических задач оптической физики."
25397,"изучаются численные методы фотоники на основе математических моделей дискретных сигналов и систем, интегральных преобразований сигналов, методов решения обратных задач в фотонике","В фотонике изучаются математические модели дискретных сигналов и систем, методы решения обратных задач."
25399,"целью данной дисциплины является ознакомление с разнообразными оптическими материалами, их свойствами, как оптическими , так и физики- химическими, и также областью применения тех или иных материалов и факторами, определяющими все выше указанные свойства. 
 помимо этого в программе рассматриваются различные технологии, позволяющие получать оптические элементы, используемые так в системах технического зрения, так и в оптико- электронных системах.   анализируется область применения тех или иных технологий, их точностные возможности.","В программе рассматриваются различные оптические материалы, которые используются в системах технического зрения, так и в оптико- электронных системах."
13107,"содержание дисциплины охватывает круг вопросов, связанных с измерением количества информации, сжатием информации  (текста, изображений, видео и т.д.) без потерь и с потерями, а также надежной передачи информации по каналам связи.","Содержание дисциплины охватывает вопросы, связанные с измерением количества информации, сжатием информации и передачей информации по каналам связи."
13109,"студенты учатся применять методы энергосбережения в инженерных системах зданий, обучаются применять и рассчитывать различные виды возобновляемых источников энергии",Студенты учатся использовать различные виды возобновляемых источников энергии в инженерных системах зданий.
25404,"дисциплина посвящена приобретению теоретических знаний и практических навыков в исследовании оптических материалов. программа дисциплины включает изучение методов оптической спектроскопии (спектроскопия поглощения и люминесценции, фурье-спектроскопия, спектроскопия комбинационного рассеяния), микроскопии высокого разрешения (электронная микроскопия и методы зондовой микроскопии) и элементного анализа (рентгенофлуоресцентный анализ, атомно-абсорбционная спектроскопия, фотоэлектронная спектроскопия). в результате изучения дисциплины студенты будут понимать физические основы методов измерения, научатся интерпретировать экспериментальные данные и выбирать подходящие методы исследования.",Студенты будут понимать физические основы методов измерения и выбирать подходящие методы исследования.
25407,"дисциплина ""современные проблемы оптических материалов"" познакомит студентов с современными теориями строения оптических материалов (кристаллов и стекол), их основными оптическими характеристиками, способами их изменения, актуальной технологией синтеза оптических материалов, способами определения их качества, а также методиками улучшения их механических характеристик и применениями в в промышленном производстве. студенты на практике рассчитают и синтезируют оптическое стекло, исследуют его свойства, упрочнят поверхность ионным обменом и проверят на практике, насколько хорошо прошло упрочнение и моно ли использовать это стекло при промышленном производстве.",Студенты на практике рассчитают и синтезируют оптическое стекло и проверят его свойства.
4953,"целью освоения дисциплины является изучение видов оценки соответствия, процедур сертификации и аккредитации.","Изучение видов оценки соответствия, процедур сертификации и аккредитации."
25409,"дисциплина «оптоинформационные материалы квантовой электроники и наноинформатики» является дисциплиной профессиональной образовательной программы высшего образования «лазерные технологии» по направлению подготовки 12.04.05 лазерная техника и лазерные технологии. преподавание дисциплины предусматривает следующие формы организации учебного процесса: лекции, лабораторные работы, практические занятия, самостоятельная работа.","Учебная дисциплина «оптоинформационные материалы квантовой электроники и наноинформатики» предусматривает следующие формы организации учебного процесса: лекции, лабораторные работы, практические занятия."
4963,дисциплина посвящена изучению управления качеством в сложных технических системах. особое внимание уделяется моделированию процессов и бизнес-процессов в организации.,Учебная дисциплина посвящена моделированию процессов и бизнес-процессов в организации.
25410,"дисциплина посвящена основным понятиям, истории развития и новейшим достижениям в области квантовых коммуникаций и сетей. рассматриваются предпосылки к развитию данной области знаний, протоколы квантовой связи и рассылки ключей, компонентная база квантовой связи, наиболее распространённые схемы передачи квантовых сигналов по оптическому волокну, по воздуху и в космосе, методы и технологии построения квантовых сетей. даётся представление о текущем состоянии отрасли и векторах её развития.","В данной дисциплине рассматриваются основные понятия в области квантовой связи и передачи ключей, методы и технологии построения квантовых сетей."
25412,"данный курс представляет собой короткий цикл лекций и лабораторных работ, который формирует у студентов представление о современном состоянии квантовых технологий. курс является в большей степени обзорным, чем теоретическим или прикладным. знания, полученные в ходе прохождения настоящего курса должны служить базой для дальнейшего изучения некоторой конкретной области современных квантовых технологий, таких как квантовая оптика, радиофотоника, квантовая интерферометрия, атомная и молекулярная спектроскопия и др.","Курс представляет собой короткий цикл лекций и лабораторных работ, которые формируют представление о современном состоянии квантовых технологий."
25413,"курс познакомит студентов с основными физическими принципами, фундаментальными генерации и формировании фемтосекундных импульсов. изучение этого курса позволит студентам получить навыки создания плана проведения эксперимента, навыки составления схемы решения задачи, и навыки оценки свойств различных материалов при использовании основ фемтосекундной оптики. результатом изучения дисциплины станет способность ориентироваться в новых технологичных областях науки и техники, а именно в фемтосекундных технологиях. умение оценивать научную значимость и перспективы прикладного использования результатов исследования. обучающие смогут применять знания принципов работы фемтосекундных лазерных систем для решения фундаментальных научных и инженерных задач создания, эксплуатации и практического использования устройств для междисциплинарных применений.",Курс познакомит студентов с основными физическими принципами работы фемтосекундных лазеров.
4982,дисциплина направлена на изучение основ теории управления и принципов математического моделирования для различных моделей систем.,дисциплина направлена на изучение основ теории управления и математического моделирования.
21369,"содержание дисциплины охватывает круг вопросов, связанных с основными проблемами взаимодействия природы и общества, защитой окружающей среды, экономией энергетических, сырьевых и других природных ресурсов. а также с развитием экологического мышления, необходимого для осознания роли бакалавра в реализации достижений науки и техники на современном этапе развития человеческого общества, освоением основных принципов технического, экономического, социального и правового анализа новой или проектируемой техники с позиций защиты окружающей среды и экономии энергии и ресурсов. кроме того, данная дисциплина должна содействовать фундаментализации образования, формированию мировоззрения и развитию системного мышления студентов.","Учебная дисциплина охватывает вопросы, связанные с защитой окружающей среды, экономией энергии и ресурсов."
25416,"целями и задачами курса являются: ясное понимание физических процессов при лазерной обработке материалов, принципы построения оптических систем лазерных технологических комплексов. в ходе курса студенты должны научиться рассчитывать параметры режимов лазерной обработки различных материалов, выбирать оптимальный лазерный источник и схему пространственной развертки для решения конкретных технологических задач лазерной обработки материалов.","Студенты должны понимать физические процессы при лазерной обработке материалов, принципы построения оптических систем лазерных технологических комплексов."
21391,"как известно, разработка сложных, компьютерных и программных систем в полной мере подчиняется закону мерфи: «всё, что может пойти не так, пойдёт не так» и закону хофштадтера: «любое дело всегда длится дольше, чем ожидается, даже если учесть закон хофштадтера». почему? с одной стороны, современные системы имеют колоссальную сложность и тесно вплетены в крайне непростые прикладные задачи и процессы. с другой стороны, мы имеем толпу обычных людей, от которых требуется ничего не забыть, ничего не упустить, нигде не ошибиться и договориться между собой.

данный курс направлен на обучение базовым приёмам системной инженерии (дисциплине о создании успешных систем) и архитектурного документирования (фиксация в виде документов «всего важного») применительно к компьютерным и программным системам. для этого вам предлагается лекционный курс погружающий вас в проблематику моделирования (формализации) предметной области; объясняющий что такое система и почему «совокупности частей» не достаточно для успешной разработки; дающий азы инструментов работы с методологиями; и показывающий ключевые элементы и средства архитектурного документирования (архитектурные стили и шаблоны документов). кроме этого, вам предлагается выполнить курсовой проект, позволяющий применить полученные знания на практике, а также ""набить шишек"" при его выполнении.","Для этого вам предлагается лекционный курс, который рассказывает о том, что такое компьютерные и программные системы."
21393,"в результате освоения дисциплины магистрант:
знает стандарты, нормы, правовую базу в области искусственного интеллекта и смежных областях;
знает содержание нормативно-правовых документов в сфере информационных технологий, искусственного интеллекта и информационной безопасности;
умеет применять стандарты и правовые нормы в области искусственного интеллекта при создании систем искусственного интеллекта;
умеет применять этические нормы и стандарты в области искусственного интеллекта при создании систем искусственного интеллекта;
умеет использовать нормативно-правовые документы в сфере информационных технологий, искусственного интеллекта и информационной безопасности при разработке стандартов, норм и правил.","В результате освоения дисциплины магистрант знает стандарты, нормы и правила в области искусственного интеллекта и информационной безопасности."
13204,"целью изучения дисциплины ""основы токсикологии наноматериалов"" является овладение студентами теоретическими и практическими основами общей токсикологии, знакомство с основными направлениями и концепциями, а также методами оценки воздействия ксенобиотиков на организм человека. учебным планом дисциплины предусмотрены лекции и практические и лабораторные занятия, а также самостоятельная работа студентов.","Учебным планом дисциплины предусмотрены лекции и лабораторные занятия, а также самостоятельная работа студентов."
21399,"в рамках дисциплины рассматриваются особенности выведения на рынок и продвижения товаров и услуг на рынке фудтех. изучаются географические особенности регулирования рынка в разных странах мира, а также в российской федерации. на основе наиболее удачных практик рассматриваются современные подходы и бизнес-модели, используемые для продвижения товаров и услуг на рынке.","В рамках дисциплины изучаются современные подходы и бизнес-модели, используемые для продвижения товаров и услуг на рынке фудтех."
21414,целью дисциплины является изучение и освоение студентами концепции и алгоритмов,Цель дисциплины - изучение концепции и алгоритмов.
25424,"в процессе изучения дисциплины студенты изучают основные физические принципы работы лазеров, классификацию, структурную схему лазеров, различные режимы работы лазеров.",Студенты изучают основные физические принципы работы лазеров.
21426,"дисциплина покрывает темы реализации алгоритмов цифровой обработки сигналов на плис: возможности плис для решения задач цос, способы реализации алгоритмов, в частности цифровых фильтров, генераторов гармонических и шумоподобных сигналов. благодаря наличию широкой технической базы дисциплина реализуется с набором практических работ, благодаря которым студенты закрепляют свои знания и получают необходимые умения и навыки при имплементации алгоритмов цос на плис.",Студенты закрепляют знания и навыки при реализации алгоритмов цос на плис.
21432,"освоение дисциплины «управление проектной деятельностью» позволит учащимся инициировать, развивать и коммерциализовывать собственные проекты, а также приобрести  знания и навыки, необходимые для продвижения и  коммерциализации проектов, реализуемых научными коллективами университета/ компаниями. в ходе изучения дисциплины студенты получают знания о различных стадиях работы над проектами, включая инициацию и планирование, исполнение и мониторинг проекта, до его завершения.","Студенты получают знания о различных стадиях работы над проектами, а также навыки, необходимые для продвижения и коммерциализации проектов."
21433,"курс включает в себя методы сбора и обработки научно-технической информации, изучение передового отечественного и зарубежного опыта по избранной проблеме в области холодильной, криогенной техники и водородной энергетики.","Курс включает в себя методы сбора и обработки научно-технической информации, изучение передового отечественного и зарубежного опыта в области холодильной, криогенной техники и водородной энергетики."
21445,"в ходе изучения данного курса студенты изучат основы веб-технологий, основные архитектуры веб-приложений, основные принципы программирования клиентской и серверной стороны веб-приложения, ознакомятся с концепциями баз данных, паттернами и основами управления веб-проектом.
также студенты научатся работать с основными клиентскими технологиями, самостоятельно применять и анализировать протоколы и алгоритмы функционирования веб.","Студенты изучат основы веб-технологий, основы программирования клиентской и серверной стороны."
21447,"традиционно за термином «медиа» закрепился смысл «средства массовой информации», но в первую очередь медиа — это посредники, гаджеты, технические аппараты и среда, в которой осуществляется коммуникация. курс предлагает познакомиться с основами анализа современных медиатехнологий (от фотографии, кино, интернета до биомедиа, роботов, ии и нейросетей). занятия будут направлены на разбор и понимание вызовов современной медиасреды, анализ технологий через призму трансформации человеческого восприятия, социальных отношений, этических и эстетических практик. вы узнаете, что такое медиа, что значат тезисы «медиум есть сообщение», «медиа внутри нас» и др.","Медиа - это посредники, гаджеты, технические аппараты и среда, в которой осуществляется коммуникация."
21461,"в результате освоения курса студенты получат представление об основных методах алгебры, смогут использовать и проверять алгебраические соотношения в прикладных задачах, ориентироваться в основных алгебраических структурах и видеть связи между ними. узнают о свойствах объектов основных алгебраических структур, выработают навык обращения с объектами линейного пространства (точки, прямые, плоскости, квадратичные кривые и поверхности) научатся использовать линейные преобразования и исследовать структуру пространств на которых они действуют. также слушатели получат представление о  понятиях теории групп, колец и полей, познакомятся с их свойствами и научатся применять эти свойства при решении задач.",Студенты узнают об основных методах алгебры и научатся использовать линейные преобразования в прикладных задачах.
5088,"предмет ""эволюция городов"" предназначен для знакомства с историей формирования городов. предмет включает в себя 2 блока - историю градостроительного и социального развития, которые ведут разные преподаватели. лекционный материал дополняется заданием - описанием истории формирования конкретного города. цель этого задания - показать практическую применимость знаний об основных градостроительных конц","лекционный материал включает в себя 2 блока - историю градостроительного и социального развития, которые ведут разные преподаватели."
17983,"данный курс предоставляет студентам глубокий обзор современных методов и инструментов разработки программного обеспечения для мобильных устройств. курс включает в себя изучение проектирования пользовательского интерфейса, взаимодействия с аппаратными возможностями устройств, управления жизненным циклом приложений и оптимизации производительности. студенты также познакомятся с методами тестирования и отладки мобильных приложений, а также узнают о процессе успешного развертывания приложений в магазинах приложений. курс предоставляет не только теоретические основы, но и практические навыки, необходимые для разработки качественных мобильных приложений. студенты будут задействованы в реальных проектах, что поможет им применить полученные знания в практических сценариях и подготовит их к успешной карьере в области мобильной разработки.",Студенты изучают современные методы и инструменты разработки программного обеспечения для мобильных устройств.
5163,"дисциплина направлена на изучение процессов и процедур системы бухгалтерского учета в целом и на основе автоматизации любого бизнес-процесса предприятия. 
автоматизации бухгалтерского и управленческого учётов (включая начисление зарплаты и управление кадрами), экономической и организационной деятельности предприятия позволит более эффективно использовать имеющиеся ресурсы организации, потому необходимо изучение данных параметров, в том числе и формирование ключевой отчетной документации.",Учебная дисциплина направлена на изучение процессов и процедур системы бухгалтерского учета в целом и на формирование ключевой отчетной документации.
25461,"рассматриваются распространение света и оптические явления в диэлектриках. после уравнений максвелла и волнового уравнения рассматриваются физика показателя преломления вещества, соотношение крамерса-кронига, лоренцовская модель диэлектрика, и поглощение и усиление электромагнитного излучения веществом, выводятся основные соотношения, описывающие принципы лазеров. анализируется связь микро- и макроскопических свойств материалов. изучается распространение электромагнитного излучения в анизотропных средах, градиентных средах и оптических волноводах, даются основные представления о волоконной и интегральной оптике. рассматриваются фотоупругий эффект и фотон-фононное взаимодействие, электрооптическое взаимодействие, а также нелинейно-оптические явления.","После уравнений максвелла и волнового уравнения изучаются фотоупругий эффект, фотон-фононное взаимодействие, электрооптические явления."
25462,"содержание дисциплины охватывает круг вопросов, связанных с описанием фундаментальных электронных, оптических и магнитооптических свойств полупроводниковых наноструктур. на базе методов квантовой зонной теории и теории симметрии рассматриваются энергетические спектры в полупроводниковых гетероструктурах пониженной размерности и наноструктурах на основе кубических и гексагональных полупроводников со структурой цинковой обманки и вюрцита. особое внимание уделяется специфике эффектов размерного квантования электронных и экситонных состояний в зависимости от формы и размера наноструктуры и выбору теоретических моделей для их описания. изучаются правила отбора оптических переходов и тонкая структура экситонного спектра полупроводниковых наноструктур: квантовых ям, квантовых нитей, квантовых точек и нанокристаллов, а также структур с экстремальной двумерностью. приводятся и обсуждаются основные экспериментальные и теоретические результаты из области оптических и магнито-оптических исследований полупроводниковых наноструктур – как в аспекте исторического развития, так и с целью освещения последних достижений мировой науки в этой области.","На базе квантовой теории и теории симметрии изучаются электрические и магнитооптические свойства полупроводников, а также нанокристаллы."
25463,"метаматериалы (мм) — это специальные композиционные материалы, которые получаются искусственной модификацией внедряемых в них элементов, благодаря которой эти материалы приобретают совершенно новые свойства, которых нет у материалов природного происхождения. курс электродинамики мм является разделом современной физики, в котором рассматриваются структуры мм, определённые размерами, формой, взаимным расположением метаатомов (элементов, частиц) и изучается взаимодействие электромагнитного поля с этими структурами. этот курс является начальной базой для современных задач радиофизики, оптики, фотоники и включает в себя несколько разделов: 1) виды, классификация мм и их разработка; 2) активные мм; 3) среда и суперлинза веселаго-пендри; 4) маскирующие покрытия на основе мм с использованием аппарата трансформационной оптики; 5) акустические мм и их использование в практических задачах","Для радиофизики и фотоники это раздел, в котором рассматриваются различные виды, формы и расположение метаатомов (элементов, частиц) и их использование в практических задачах."
25465,"в курсе будут рассмотрены актуальные наноматериалы (квантовые точки и квантовые ямы, фуллерены, нанотрубки, графен, детонационные наноалмазы, полупроводниковые нановискеры и др.) и их необычные физические свойства. будут приведены примеры применения наноматериалов для создания устройств наноэлектроники, оптоэлектроники, сенсорики, фотовольтаики и элементов энергонезависимой памяти. будут рассмотрены основные технологические методы синтеза наноматериалов (основные характеристики этих методов, а также их преимущества и недостатки). будут рассмотрены основные методы диагностики наноматериалов","В курсе будут рассмотрены основные методы синтеза наноматериалов, а также их преимущества и недостатки."
25466,"курс «линейная и нелинейная магнитофотоника» предоставляет студентам уникальную возможность проследить развитие знаний о взаимодействии излучения с магнитными средами от открытия первого магнитооптического эффекта майклом фарадеем в середине 19 столетия до интригующих результатов последних лет по сверхбыстрой магнитной записи данных фемтосекундными лазерными импульсами. опираясь на теоретические знания о магнитофотонике, мы рассмотрим наиболее актуальные проблемы управления светом в магнитных наноструктурах и управления состоянием таких наноструктур светом","Курс ""линейная магнитофотоника"" рассматривает наиболее актуальные проблемы управления светом в магнитных наноструктурах."
